customer_tweet_id,customer_message,agent_response,intent,annotation_notes
37662.0,my bose headphone controls don’t seem to be working since I updated to iOS 11 any idea why?,"We're here for you. DM us your current iOS version, and we'll take a closer look at this together. <URL>",ios_update_bug,
1173949.0,if I take my MacBook to an Apple Store can y'all instal a flat headphone jack on my lab top somewhere?,We're here to help. Please DM us via the following link and we'll help you further. <URL>,app_issue,
2281732.0,only shows one subscription,"Thanks for checking. For your privacy, let's meet up in DM so we can take a look at your subscriptions. <URL>",other,
1614419.0,what's the suggested back up: iCloud or iTunes?,The suggested one would depend on your needs. Here's some info about the backups and how they work. <URL>,data_storage,
2652676.0,It’s ridiculous how my laptop battery dies literally a month after AppleCare expires,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. <URL>,battery_power,
2014923.0,plz fix the issue with the I️ button ... in case that changed again it’s the letter after H and before J. Fix itttt,Thanks for reaching out. We have a workaround for this here: <URL> DM us if you still need help. <URL>,other,
174930.0,"blacked out when I wasnt using it, notif. went off & it wouldn’t turn on again & freezing happens more recently abt 5 times on diff. apps",Can you confirm what version of iOS you are running on the phone?,app_issue,
1306075.0,will I need to enter a drivers license when upgrading to the x tonight?,Great question! Please reach out to our Apple Online Store Support team for assistance here: <URL>,other,
211205.0,Night shift randomly activates since #iOS11 update. please look into this. I have iPhone 7 Plus and 2017 iPad Pro 12.9.,"We can help. If you go to Settings > General > Accessibility > Display Accommodations, and disable auto brightness does it change?",ios_update_bug,
165786.0,"Yes, it doesn’t change or fix a thing..",OK. Did you hold down the power button for at least 10 seconds? Let us know in DM. <URL>,other,
2615202.0,when are y’all going to fix this annoying bug on the “I “ button? I’ve tried just about everything and it’s driving me Nuts!!!,Thanks for reaching out. We can definitely look into this with you. Are you experiencing this behavior on your device or are you seeing it in others posts or messages?,other,
2549106.0,nothing screams “good morning” like waking up to find your entire Music library deleted after updating your phone!!!!!! 🙂🙂🙂🙂 ok!!!!!!,We'd like to help. Let's check to see if iCloud Music Library is on. Take a look at this article: <URL>,data_storage,
1301342.0,So for series 2 I would not need to be in the range?,"Sounds like our newest Apple Watch may have the features you're looking for. Look at those features, here: <URL>",other,
1902928.0,After the new IOS.0.3 my battery on the iphone 6 S literally lasts 2 hours from fully charged #IOSupdate,We'd love to help you with your battery life! Please send us a DM so that we can investigate this together. <URL>,battery_power,
1690534.0,Apple can you fix our Unicode issue? “I “ would really appreciate it 😅,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,app_issue,
1988025.0,My phone is constantly hot now. My keeps stopping randomly. My screen keeps freezing. #FuckingUpdates,"We got you. Please shoot us a DM, we want to get your iPhone running as expected again for you. You can reach us below. <URL>",device_hardware,
1249466.0,is this how you leave customers hanging? 3 repairs and the Costa Mesa store not ensuring proper experience or service. No comp again <URL>,We're here to help. Please meet us in DM and we'll take a further look at this with you. <URL>,orders_repair_warranty,
501506.0,"Wait it’s not any apps, it reset itself earlier when I wasn’t even touching it..",Thanks for the clarification. We'd like to look into some options from here. Can you DM us the country you're currently located in? <URL>,device_hardware,
2304954.0,fam I need some help with my apple id can u help me out pls,Of course. We'd love to help in any way we can. How can we help?,account_security,
216154.0,"Hi, I sent this unreplied tweet yesterday. I have a problem for Yahoo mail on the iOS mail app. I can receive incoming mails but unable to send out mails. Never had that problem till iOS 11. Help!",Hi there! We'd be happy to help you with getting your Mail fixed. Take a look at this article for some great troubleshooting steps: <URL>,app_issue,
1011838.0,My iPhone 7 cellular and WiFi signal is a joke since I switched to iOS 11 😡,Have you updated to iOS 11.0.3 yet? <URL> Send us a DM and let us know. <URL>,connectivity,
2271818.0,wth going on here <URL>,We want to help out. Have you tried restarting your device to test?,other,
2020333.0,When I️ type the letter “I️” it turns out “! ?” #help,Thanks for reaching out. Let's start by working through this article: <URL> DM us if the issue continues. <URL>,other,
694769.0,vous voulez pas faire un correctif pour la clavier qui rame comme jamais avec #iOS11 ?,We offer support via Twitter in English. Contact us for help in your preferred language here: <URL>,ios_update_bug,
2004264.0,please explain this.,Thanks for reaching out!. The steps in this article should help: <URL> DM us if you're still having trouble. <URL>,other,
249190.0,"I changed my AppleID login & pass, but can't sign into the app store on my iPhone 7. My iPad didn't have this problem.",We are here to help. Let's restart the device. Does the issue remain?,account_security,
259439.0,"Hi it’s stopped doing it now, thank you though, I don’t know why it was doing it 😊",We're glad to hear that. Feel free to reach out if any questions come up.,other,
1524072.0,why am I️ getting a weird symbol when typing “I️” - are u so powerful that u r reinventing alphabet ? Already reset. #helpI,We're here to help. Send us a DM letting us know which iPhone & iOS version you're using: <URL>,other,
2519477.0,"Hey , downloaded your iOS update and now I cannot make a phone call",We'd be happy to assist today. Send us a DM to get started. <URL>,ios_update_bug,
2675425.0,Cara menonaktifakan auto britghnes iphone <URL>,We offer support via Twitter in English. Contact us for help in your preferred language here: <URL>,other,
842450.0,"Hi , my 5s had 6 iOS updates over the last 7 days and last night all my apps - WhatsApp, etc - stopped working... what gives?","Let's look into what's going on with those apps. What happens when you try to use them? For example, do they quit unexpectedly?",app_issue,
2690816.0,I have tried restarting my phone yes. When I press the app the screen goes black and never opens,Sounds like you have done some great troubleshooting steps so far. We want you to be able to access your Music app. Let's continue to troubleshoot this in DM. <URL>,device_hardware,
2296147.0,"RIP, I guess it's time for a new laptop. or something different? Need recommendations <URL>",We'd love to see if we can help you get this working again like you expect. Let's try resetting the NVRAM ( <URL> ) and the System Management Controller ( <URL> ) on your computer. DM us how it goes. <URL>,other,
